city,timestamp,temperature_c,humidity_percent,condition
Mumbai,2024-01-03 16:00:00,31.2,79,Clear
Mumbai,2024-01-03 17:00:00,23.1,75,Clear
Mumbai,2024-01-03 18:00:00,23.4,88,Fog
Mumbai,2024-01-03 19:00:00,27.4,42,Fog
Mumbai,2024-01-03 20:00:00,28.7,83,Clear
Mumbai,2024-01-03 21:00:00,30.3,64,Rain
Mumbai,2024-01-03 22:00:00,25.3,88,Rain
Mumbai,2024-01-03 23:00:00,24.4,75,Clear
Mumbai,2024-01-04 00:00:00,29.2,60,Clouds
Mumbai,2024-01-04 01:00:00,23.3,40,Clouds
Mumbai,2024-01-04 02:00:00,24.6,43,Clear
Mumbai,2024-01-04 03:00:00,25.7,87,Rain
Mumbai,2024-01-04 04:00:00,20.8,48,Clear
Mumbai,2024-01-04 05:00:00,22.4,84,Fog
Mumbai,2024-01-04 06:00:00,22.9,75,Clear
Mumbai,2024-01-04 07:00:00,25.8,76,Clouds
Mumbai,2024-01-04 08:00:00,22.8,70,Clear
Mumbai,2024-01-04 09:00:00,31.5,86,Clouds
Mumbai,2024-01-04 10:00:00,25.3,59,Clear
Mumbai,2024-01-04 11:00:00,24.9,66,Clear
Mumbai,2024-01-04 12:00:00,21.1,74,Storm
Mumbai,2024-01-04 13:00:00,30.6,85,Clear
Mumbai,2024-01-04 14:00:00,30.1,59,Clouds
Mumbai,2024-01-04 15:00:00,24.9,68,Clear
Mumbai,2024-01-04 16:00:00,31.4,67,Clear
Mumbai,2024-01-04 17:00:00,27.5,79,Clear
Mumbai,2024-01-04 18:00:00,26.4,81,Fog
Mumbai,2024-01-04 19:00:00,21.4,55,Clear
Mumbai,2024-01-04 20:00:00,25.7,51,Rain
Mumbai,2024-01-04 21:00:00,24.1,69,Clear
Mumbai,2024-01-04 22:00:00,25.7,40,Fog
Mumbai,2024-01-04 23:00:00,25.9,52,Clear
Mumbai,2024-01-05 00:00:00,30.1,58,Rain
Mumbai,2024-01-05 01:00:00,29.8,56,Clear
Mumbai,2024-01-05 02:00:00,27.5,87,Clouds
Mumbai,2024-01-05 03:00:00,27.6,70,Clear
Mumbai,2024-01-05 04:00:00,22.2,76,Rain
Mumbai,2024-01-05 05:00:00,20.7,72,Clear
Mumbai,2024-01-05 06:00:00,24.2,66,Clear
Mumbai,2024-01-05 07:00:00,20.4,62,Clear
Mumbai,2024-01-05 08:00:00,30.8,86,Rain
Mumbai,2024-01-05 09:00:00,24.9,46,Clear
Mumbai,2024-01-05 10:00:00,24.0,81,Fog
Mumbai,2024-01-05 11:00:00,24.9,63,Clouds
Mumbai,2024-01-05 12:00:00,25.3,45,Clear
Mumbai,2024-01-05 13:00:00,29.2,79,Clear
Mumbai,2024-01-05 14:00:00,31.4,51,Clear
Mumbai,2024-01-05 15:00:00,31.2,70,Clear
Mumbai,2024-01-05 16:00:00,22.4,62,Clear
Mumbai,2024-01-05 17:00:00,23.1,45,Clouds
Mumbai,2024-01-05 18:00:00,24.7,83,Clear
Mumbai,2024-01-05 19:00:00,24.0,74,Clouds
Mumbai,2024-01-05 20:00:00,29.1,71,Clouds
Mumbai,2024-01-05 21:00:00,23.5,76,Clear
Mumbai,2024-01-05 22:00:00,25.1,85,Clear
Mumbai,2024-01-05 23:00:00,21.6,77,Clear
Mumbai,2024-01-06 00:00:00,26.7,60,Clouds
Mumbai,2024-01-06 01:00:00,27.8,51,Clouds
Mumbai,2024-01-06 02:00:00,28.6,56,Clouds
Mumbai,2024-01-06 03:00:00,31.4,76,Clear
Mumbai,2024-01-06 04:00:00,27.7,67,Clear
Mumbai,2024-01-06 05:00:00,20.8,48,Clear
Mumbai,2024-01-06 06:00:00,30.4,78,Clear
Mumbai,2024-01-06 07:00:00,31.4,40,Clear
Mumbai,2024-01-06 08:00:00,20.4,77,Clear
Mumbai,2024-01-06 09:00:00,31.2,41,Clear
Mumbai,2024-01-06 10:00:00,26.1,78,Clouds
Mumbai,2024-01-06 11:00:00,22.6,80,Clear
Mumbai,2024-01-06 12:00:00,31.1,89,Clear
Mumbai,2024-01-06 13:00:00,20.5,46,Clear
Mumbai,2024-01-06 14:00:00,23.1,60,Clear
Mumbai,2024-01-06 15:00:00,30.9,49,Rain
Mumbai,2024-01-06 16:00:00,31.1,84,Clear
Mumbai,2024-01-06 17:00:00,21.2,86,Clear
Mumbai,2024-01-06 18:00:00,29.8,66,Clouds
Mumbai,2024-01-06 19:00:00,22.9,86,Clouds
Mumbai,2024-01-06 20:00:00,27.0,67,Rain
Mumbai,2024-01-06 21:00:00,30.9,41,Rain
Mumbai,2024-01-06 22:00:00,27.2,48,Rain
Mumbai,2024-01-06 23:00:00,20.5,89,Rain
Mumbai,2024-01-07 00:00:00,21.8,64,Clouds
Mumbai,2024-01-07 01:00:00,29.2,57,Clear
Mumbai,2024-01-07 02:00:00,21.5,66,Clear
Mumbai,2024-01-07 03:00:00,29.6,60,Clear
Mumbai,2024-01-07 04:00:00,31.0,58,Clouds
Mumbai,2024-01-07 05:00:00,28.5,59,Clear
Mumbai,2024-01-07 06:00:00,24.4,77,Clear
Mumbai,2024-01-07 07:00:00,23.9,62,Clear
Mumbai,2024-01-07 08:00:00,22.0,60,Clear
Mumbai,2024-01-07 09:00:00,20.4,42,Clear
Mumbai,2024-01-07 10:00:00,21.3,45,Clear
Mumbai,2024-01-07 11:00:00,29.6,68,Clear
Mumbai,2024-01-07 12:00:00,26.6,46,Fog
Mumbai,2024-01-07 13:00:00,28.4,41,Rain
Mumbai,2024-01-07 14:00:00,29.6,54,Clear
Mumbai,2024-01-07 15:00:00,24.7,88,Clouds
Mumbai,2024-01-07 16:00:00,23.3,75,Clouds
Mumbai,2024-01-07 17:00:00,30.6,53,Rain
Mumbai,2024-01-07 18:00:00,25.2,63,Storm
Mumbai,2024-01-07 19:00:00,26.0,66,Rain
Mumbai,2024-01-07 20:00:00,29.5,73,Clouds
Mumbai,2024-01-07 21:00:00,22.3,57,Clouds
Mumbai,2024-01-07 22:00:00,25.2,52,Clear
Mumbai,2024-01-07 23:00:00,27.5,43,Clouds
Mumbai,2024-01-08 00:00:00,31.9,40,Fog
Mumbai,2024-01-08 01:00:00,24.7,87,Clear
Mumbai,2024-01-08 02:00:00,22.3,69,Clear
Mumbai,2024-01-08 03:00:00,28.3,45,Clouds
Mumbai,2024-01-08 04:00:00,30.9,45,Clear
Mumbai,2024-01-08 05:00:00,31.9,50,Clouds
Mumbai,2024-01-08 06:00:00,20.9,74,Fog
Mumbai,2024-01-08 07:00:00,25.8,60,Clouds
Mumbai,2024-01-08 08:00:00,24.8,77,Clouds
Mumbai,2024-01-08 09:00:00,28.7,47,Clear
Mumbai,2024-01-08 10:00:00,30.5,74,Clear
Mumbai,2024-01-08 11:00:00,30.9,42,Clear
Mumbai,2024-01-08 12:00:00,24.6,71,Clear
Mumbai,2024-01-08 13:00:00,20.1,78,Clear
Mumbai,2024-01-08 14:00:00,27.5,42,Clouds
Mumbai,2024-01-08 15:00:00,24.9,42,Clouds
Mumbai,2024-01-08 16:00:00,25.9,89,Clear
Mumbai,2024-01-08 17:00:00,28.6,46,Clouds
Mumbai,2024-01-08 18:00:00,24.5,45,Clouds
Mumbai,2024-01-08 19:00:00,29.2,83,Clouds
Mumbai,2024-01-08 20:00:00,31.8,77,Rain
Mumbai,2024-01-08 21:00:00,26.8,57,Clear
Mumbai,2024-01-08 22:00:00,24.0,83,Rain
Mumbai,2024-01-08 23:00:00,28.6,85,Clouds
Mumbai,2024-01-09 00:00:00,27.1,69,Clouds
Mumbai,2024-01-09 01:00:00,25.0,47,Clear
Mumbai,2024-01-09 02:00:00,20.0,56,Clear
Mumbai,2024-01-09 03:00:00,28.6,41,Rain
Mumbai,2024-01-09 04:00:00,30.2,66,Clear
Mumbai,2024-01-09 05:00:00,28.7,44,Clouds
Mumbai,2024-01-09 06:00:00,21.5,82,Clear
Mumbai,2024-01-09 07:00:00,23.8,77,Clear
Mumbai,2024-01-09 08:00:00,24.1,58,Clear
Mumbai,2024-01-09 09:00:00,31.5,45,Clouds
Mumbai,2024-01-09 10:00:00,24.6,69,Clouds
Mumbai,2024-01-09 11:00:00,26.3,50,Clouds
Mumbai,2024-01-09 12:00:00,26.0,80,Clear
Mumbai,2024-01-09 13:00:00,31.8,79,Clouds
Mumbai,2024-01-09 14:00:00,30.3,47,Clear
Mumbai,2024-01-09 15:00:00,28.3,50,Rain
Mumbai,2024-01-09 16:00:00,25.2,71,Storm
Mumbai,2024-01-09 17:00:00,28.0,65,Clear
Mumbai,2024-01-09 18:00:00,30.4,46,Clouds
Mumbai,2024-01-09 19:00:00,21.2,62,Rain
Mumbai,2024-01-09 20:00:00,27.2,55,Fog
Mumbai,2024-01-09 21:00:00,26.7,82,Rain
Mumbai,2024-01-09 22:00:00,20.7,57,Clear
Mumbai,2024-01-09 23:00:00,20.7,63,Clear
Mumbai,2024-01-10 00:00:00,24.2,60,Rain
Mumbai,2024-01-10 01:00:00,30.5,62,Clear
Mumbai,2024-01-10 02:00:00,22.4,77,Clouds
Mumbai,2024-01-10 03:00:00,29.7,51,Clear
Mumbai,2024-01-10 04:00:00,22.6,53,Storm
Mumbai,2024-01-10 05:00:00,21.7,89,Clouds
Mumbai,2024-01-10 06:00:00,28.8,64,Clear
Mumbai,2024-01-10 07:00:00,31.2,64,Clear
Mumbai,2024-01-10 08:00:00,28.2,49,Rain
Mumbai,2024-01-10 09:00:00,29.9,88,Clouds
Mumbai,2024-01-10 10:00:00,22.9,81,Clear
Mumbai,2024-01-10 11:00:00,31.8,46,Clear
Mumbai,2024-01-10 12:00:00,22.6,45,Rain
Mumbai,2024-01-10 13:00:00,28.4,60,Clear
Mumbai,2024-01-10 14:00:00,29.8,81,Clear
Mumbai,2024-01-10 15:00:00,21.9,52,Rain
Mumbai,2024-01-10 16:00:00,30.7,58,Clouds
Mumbai,2024-01-10 17:00:00,24.4,55,Clear
Mumbai,2024-01-10 18:00:00,31.1,63,Clear
Mumbai,2024-01-10 19:00:00,22.4,40,Rain
Mumbai,2024-01-10 20:00:00,22.0,64,Clear
Mumbai,2024-01-10 21:00:00,20.4,87,Fog
Mumbai,2024-01-10 22:00:00,23.8,77,Clear
Mumbai,2024-01-10 23:00:00,24.1,88,Clear
Mumbai,2024-01-11 00:00:00,23.9,48,Clear
Mumbai,2024-01-11 01:00:00,28.9,51,Storm
Mumbai,2024-01-11 02:00:00,28.3,59,Rain
Mumbai,2024-01-11 03:00:00,21.1,65,Clouds
Mumbai,2024-01-11 04:00:00,30.9,64,Rain
Mumbai,2024-01-11 05:00:00,24.8,66,Rain
Mumbai,2024-01-11 06:00:00,31.3,89,Clouds
Mumbai,2024-01-11 07:00:00,20.3,72,Clear
Mumbai,2024-01-11 08:00:00,29.2,60,Rain
Mumbai,2024-01-11 09:00:00,25.4,75,Clear
Mumbai,2024-01-11 10:00:00,22.3,69,Clear
Mumbai,2024-01-11 11:00:00,26.9,41,Fog
Mumbai,2024-01-11 12:00:00,28.5,42,Fog
Mumbai,2024-01-11 13:00:00,24.3,89,Clear
Mumbai,2024-01-11 14:00:00,28.8,42,Clear
Mumbai,2024-01-11 15:00:00,28.0,64,Clouds
Mumbai,2024-01-11 16:00:00,25.8,60,Clear
Mumbai,2024-01-11 17:00:00,28.1,60,Fog
Mumbai,2024-01-11 18:00:00,31.1,53,Clear
Mumbai,2024-01-11 19:00:00,23.4,73,Clear
Mumbai,2024-01-11 20:00:00,22.8,85,Rain
Mumbai,2024-01-11 21:00:00,21.5,78,Clear
Mumbai,2024-01-11 22:00:00,23.6,85,Clear
Mumbai,2024-01-11 23:00:00,27.1,48,Clear
Mumbai,2024-01-12 00:00:00,23.5,61,Clouds
Mumbai,2024-01-12 01:00:00,20.9,82,Clear
Mumbai,2024-01-12 02:00:00,26.6,74,Clear
Mumbai,2024-01-12 03:00:00,23.9,40,Clear
Mumbai,2024-01-12 04:00:00,23.8,51,Clouds
Mumbai,2024-01-12 05:00:00,31.4,66,Clear
Mumbai,2024-01-12 06:00:00,31.5,74,Clear
Mumbai,2024-01-12 07:00:00,28.8,81,Clear
Mumbai,2024-01-12 08:00:00,21.9,73,Clear
Mumbai,2024-01-12 09:00:00,20.0,48,Clouds
Mumbai,2024-01-12 10:00:00,27.1,77,Clouds
Mumbai,2024-01-12 11:00:00,30.4,74,Clouds
Mumbai,2024-01-12 12:00:00,29.5,77,Clouds
Mumbai,2024-01-12 13:00:00,20.1,53,Clouds
Mumbai,2024-01-12 14:00:00,27.0,80,Rain
Mumbai,2024-01-12 15:00:00,24.2,84,Rain
Mumbai,2024-01-12 16:00:00,23.6,42,Fog
Mumbai,2024-01-12 17:00:00,26.6,49,Clouds
Mumbai,2024-01-12 18:00:00,30.8,56,Rain
Mumbai,2024-01-12 19:00:00,24.0,59,Clouds
Mumbai,2024-01-12 20:00:00,25.3,67,Clouds
Mumbai,2024-01-12 21:00:00,27.8,89,Clouds
Mumbai,2024-01-12 22:00:00,25.9,74,Storm
Mumbai,2024-01-12 23:00:00,26.6,54,Clouds
Mumbai,2024-01-13 00:00:00,31.4,81,Clear
Mumbai,2024-01-13 01:00:00,27.2,73,Clear
Mumbai,2024-01-13 02:00:00,22.6,66,Clouds
Mumbai,2024-01-13 03:00:00,20.6,54,Clear
Mumbai,2024-01-13 04:00:00,27.8,62,Rain
Mumbai,2024-01-13 05:00:00,23.1,87,Fog
Mumbai,2024-01-13 06:00:00,31.3,77,Rain
Mumbai,2024-01-13 07:00:00,27.3,48,Clear
Mumbai,2024-01-13 08:00:00,30.4,56,Clear
Mumbai,2024-01-13 09:00:00,23.9,72,Rain
Mumbai,2024-01-13 10:00:00,22.1,84,Clear
Mumbai,2024-01-13 11:00:00,20.1,47,Clouds
Mumbai,2024-01-13 12:00:00,26.8,48,Clear
Mumbai,2024-01-13 13:00:00,25.8,64,Clear
Mumbai,2024-01-13 14:00:00,21.8,58,Clouds
Mumbai,2024-01-13 15:00:00,31.4,85,Clear
Mumbai,2024-01-13 16:00:00,29.3,51,Clear
Mumbai,2024-01-13 17:00:00,31.6,84,Clouds
Mumbai,2024-01-13 18:00:00,22.9,66,Fog
Mumbai,2024-01-13 19:00:00,26.4,63,Rain
Mumbai,2024-01-13 20:00:00,28.7,69,Clouds
Mumbai,2024-01-13 21:00:00,25.7,60,Clouds
Mumbai,2024-01-13 22:00:00,29.1,41,Clear
Mumbai,2024-01-13 23:00:00,30.0,61,Clouds
Mumbai,2024-01-14 00:00:00,30.0,42,Rain
Mumbai,2024-01-14 01:00:00,24.0,71,Rain
Mumbai,2024-01-14 02:00:00,30.7,62,Rain
Mumbai,2024-01-14 03:00:00,28.8,70,Clear
Mumbai,2024-01-14 04:00:00,24.0,75,Clear
Mumbai,2024-01-14 05:00:00,28.7,48,Clear
Mumbai,2024-01-14 06:00:00,27.4,79,Clear
Mumbai,2024-01-14 07:00:00,28.1,53,Clear
Mumbai,2024-01-14 08:00:00,29.6,77,Rain
Mumbai,2024-01-14 09:00:00,27.9,51,Clear
Mumbai,2024-01-14 10:00:00,29.9,82,Clear
Mumbai,2024-01-14 11:00:00,26.8,73,Clear
Mumbai,2024-01-14 12:00:00,31.4,70,Clear
Mumbai,2024-01-14 13:00:00,21.6,87,Clear
Mumbai,2024-01-14 14:00:00,28.2,56,Fog
Mumbai,2024-01-14 15:00:00,20.5,67,Clouds
Mumbai,2024-01-14 16:00:00,22.7,72,Clear
Mumbai,2024-01-14 17:00:00,29.9,75,Clear
Mumbai,2024-01-14 18:00:00,25.9,55,Clear
Mumbai,2024-01-14 19:00:00,23.3,77,Clear
Mumbai,2024-01-14 20:00:00,22.6,50,Rain
Mumbai,2024-01-14 21:00:00,22.2,67,Clouds
Mumbai,2024-01-14 22:00:00,24.5,56,Clear
Mumbai,2024-01-14 23:00:00,30.9,48,Storm
Mumbai,2024-01-15 00:00:00,31.7,48,Clouds
Mumbai,2024-01-15 01:00:00,30.3,83,Clear
Mumbai,2024-01-15 02:00:00,24.2,59,Clear
Mumbai,2024-01-15 03:00:00,26.3,88,Clear
Mumbai,2024-01-15 04:00:00,21.3,41,Clouds
Mumbai,2024-01-15 05:00:00,26.3,48,Clear
Mumbai,2024-01-15 06:00:00,26.9,49,Rain
Mumbai,2024-01-15 07:00:00,23.2,82,Clouds
Mumbai,2024-01-15 08:00:00,26.6,44,Clouds
Mumbai,2024-01-15 09:00:00,24.4,49,Rain
Mumbai,2024-01-15 10:00:00,27.8,40,Clear
Mumbai,2024-01-15 11:00:00,26.9,75,Storm
Mumbai,2024-01-15 12:00:00,24.9,72,Clear
Mumbai,2024-01-15 13:00:00,22.4,71,Clear
Mumbai,2024-01-15 14:00:00,26.7,68,Clear
Mumbai,2024-01-15 15:00:00,24.5,56,Clear
Mumbai,2024-01-15 16:00:00,29.2,54,Clear
Mumbai,2024-01-15 17:00:00,26.2,49,Clear
Mumbai,2024-01-15 18:00:00,28.6,69,Clear
Mumbai,2024-01-15 19:00:00,29.4,81,Clear
Mumbai,2024-01-15 20:00:00,21.2,77,Clouds
Mumbai,2024-01-15 21:00:00,28.4,52,Clear
Mumbai,2024-01-15 22:00:00,28.2,52,Clear
Mumbai,2024-01-15 23:00:00,30.8,55,Rain
Mumbai,2024-01-16 00:00:00,22.3,54,Clear
Mumbai,2024-01-16 01:00:00,21.9,70,Rain
Mumbai,2024-01-16 02:00:00,22.2,54,Clear
Mumbai,2024-01-16 03:00:00,26.3,58,Clouds
Mumbai,2024-01-16 04:00:00,26.6,75,Rain
Mumbai,2024-01-16 05:00:00,31.3,66,Clear
Mumbai,2024-01-16 06:00:00,22.8,88,Clouds
Mumbai,2024-01-16 07:00:00,23.1,84,Fog
Mumbai,2024-01-16 08:00:00,22.4,64,Clouds
Mumbai,2024-01-16 09:00:00,25.7,87,Clear
Mumbai,2024-01-16 10:00:00,29.8,50,Clear
Mumbai,2024-01-16 11:00:00,24.1,86,Clear
Mumbai,2024-01-16 12:00:00,31.6,46,Clouds
Mumbai,2024-01-16 13:00:00,26.6,54,Clear
Mumbai,2024-01-16 14:00:00,23.2,45,Clouds
Mumbai,2024-01-16 15:00:00,25.8,53,Clouds
Mumbai,2024-01-16 16:00:00,25.7,45,Fog
Mumbai,2024-01-16 17:00:00,26.7,78,Clear
Mumbai,2024-01-16 18:00:00,20.0,62,Clear
Mumbai,2024-01-16 19:00:00,26.1,67,Fog
Mumbai,2024-01-16 20:00:00,25.1,57,Clouds
Mumbai,2024-01-16 21:00:00,20.4,68,Clear
Mumbai,2024-01-16 22:00:00,31.4,85,Clear
Mumbai,2024-01-16 23:00:00,30.0,63,Clouds
Mumbai,2024-01-17 00:00:00,20.5,51,Clear
Mumbai,2024-01-17 01:00:00,24.5,89,Clouds
Mumbai,2024-01-17 02:00:00,24.3,42,Clear
Mumbai,2024-01-17 03:00:00,30.7,65,Clouds
Mumbai,2024-01-17 04:00:00,20.4,73,Rain
Mumbai,2024-01-17 05:00:00,27.4,70,Clear
Mumbai,2024-01-17 06:00:00,27.1,57,Clear
Mumbai,2024-01-17 07:00:00,20.7,78,Clear
Mumbai,2024-01-17 08:00:00,24.8,47,Rain
Mumbai,2024-01-17 09:00:00,29.0,46,Rain
Mumbai,2024-01-17 10:00:00,28.2,65,Clouds
Mumbai,2024-01-17 11:00:00,22.2,64,Fog
Mumbai,2024-01-17 12:00:00,20.9,42,Clear
Mumbai,2024-01-17 13:00:00,27.9,61,Clear
Mumbai,2024-01-17 14:00:00,28.4,75,Clouds
Mumbai,2024-01-17 15:00:00,21.0,83,Clear
Mumbai,2024-01-17 16:00:00,27.0,41,Clouds
Mumbai,2024-01-17 17:00:00,26.7,64,Clear
Mumbai,2024-01-17 18:00:00,32.0,84,Rain
Mumbai,2024-01-17 19:00:00,20.5,67,Clouds
Mumbai,2024-01-17 20:00:00,20.4,59,Clear
Mumbai,2024-01-17 21:00:00,22.9,68,Clouds
Mumbai,2024-01-17 22:00:00,27.5,79,Clouds
Mumbai,2024-01-17 23:00:00,25.8,77,Clear
Mumbai,2024-01-18 00:00:00,28.8,49,Clear
Mumbai,2024-01-18 01:00:00,20.3,86,Clear
Mumbai,2024-01-18 02:00:00,24.2,66,Clear
Mumbai,2024-01-18 03:00:00,23.3,73,Clear
Mumbai,2024-01-18 04:00:00,21.9,43,Clear
Mumbai,2024-01-18 05:00:00,28.1,49,Storm
Mumbai,2024-01-18 06:00:00,26.7,57,Rain
Mumbai,2024-01-18 07:00:00,23.5,87,Clear
Mumbai,2024-01-18 08:00:00,23.4,80,Clouds
Mumbai,2024-01-18 09:00:00,25.1,48,Clouds
Mumbai,2024-01-18 10:00:00,28.9,78,Clear
Mumbai,2024-01-18 11:00:00,20.7,85,Clouds
Mumbai,2024-01-18 12:00:00,25.4,82,Rain
Mumbai,2024-01-18 13:00:00,21.8,45,Clear
Mumbai,2024-01-18 14:00:00,23.9,78,Clear
Mumbai,2024-01-18 15:00:00,23.8,53,Clouds
Mumbai,2024-01-18 16:00:00,26.7,75,Clear
Mumbai,2024-01-18 17:00:00,27.6,56,Clear
Mumbai,2024-01-18 18:00:00,23.1,46,Rain
Mumbai,2024-01-18 19:00:00,23.5,89,Clear
Mumbai,2024-01-18 20:00:00,23.3,64,Clear
Mumbai,2024-01-18 21:00:00,24.4,86,Clear
Mumbai,2024-01-18 22:00:00,31.0,44,Clear
Mumbai,2024-01-18 23:00:00,23.5,61,Clear
Mumbai,2024-01-19 00:00:00,26.4,44,Clear
Mumbai,2024-01-19 01:00:00,22.0,88,Rain
Mumbai,2024-01-19 02:00:00,27.6,70,Clear
Mumbai,2024-01-19 03:00:00,27.9,41,Rain
Mumbai,2024-01-19 04:00:00,21.4,55,Clouds
Mumbai,2024-01-19 05:00:00,20.5,58,Clouds
Mumbai,2024-01-19 06:00:00,29.4,56,Clear
Mumbai,2024-01-19 07:00:00,30.3,56,Clear
Mumbai,2024-01-19 08:00:00,31.8,49,Clouds
Mumbai,2024-01-19 09:00:00,28.0,79,Clear
Mumbai,2024-01-19 10:00:00,24.0,51,Rain
Mumbai,2024-01-19 11:00:00,27.9,43,Clear
Mumbai,2024-01-19 12:00:00,30.5,60,Storm
Mumbai,2024-01-19 13:00:00,21.2,65,Rain
Mumbai,2024-01-19 14:00:00,24.1,72,Clear
Mumbai,2024-01-19 15:00:00,23.3,48,Clouds
Mumbai,2024-01-19 16:00:00,26.8,49,Clear
Mumbai,2024-01-19 17:00:00,22.5,57,Clear
Mumbai,2024-01-19 18:00:00,29.7,68,Clouds
Mumbai,2024-01-19 19:00:00,28.6,71,Clear
Mumbai,2024-01-19 20:00:00,28.2,58,Clear
Mumbai,2024-01-19 21:00:00,24.8,86,Clear
Mumbai,2024-01-19 22:00:00,31.4,74,Clouds
Mumbai,2024-01-19 23:00:00,21.5,63,Clouds
Mumbai,2024-01-20 00:00:00,24.2,77,Clear
Mumbai,2024-01-20 01:00:00,21.3,80,Clouds
Mumbai,2024-01-20 02:00:00,31.6,56,Clear
Mumbai,2024-01-20 03:00:00,27.6,40,Clear
Mumbai,2024-01-20 04:00:00,23.3,63,Clear
Mumbai,2024-01-20 05:00:00,26.1,84,Clear
Mumbai,2024-01-20 06:00:00,22.1,69,Clouds
Mumbai,2024-01-20 07:00:00,20.7,87,Clouds
Mumbai,2024-01-20 08:00:00,27.1,82,Clouds
Mumbai,2024-01-20 09:00:00,24.9,78,Clouds
Mumbai,2024-01-20 10:00:00,30.0,82,Clear
Mumbai,2024-01-20 11:00:00,22.4,57,Clear
Mumbai,2024-01-20 12:00:00,31.1,84,Fog
Mumbai,2024-01-20 13:00:00,27.9,84,Clear
Mumbai,2024-01-20 14:00:00,30.8,80,Rain
Mumbai,2024-01-20 15:00:00,27.8,49,Clear
Mumbai,2024-01-20 16:00:00,20.8,57,Clouds
Mumbai,2024-01-20 17:00:00,25.3,72,Clear
Mumbai,2024-01-20 18:00:00,25.8,59,Clouds
Mumbai,2024-01-20 19:00:00,21.7,75,Clouds
Mumbai,2024-01-20 20:00:00,25.9,48,Storm
