city,timestamp,traffic_level,avg_speed_kmph
Mumbai,2024-01-02 19:00:00,2,23.1
Mumbai,2024-01-02 20:00:00,2,19.5
Mumbai,2024-01-02 21:00:00,3,20.1
Mumbai,2024-01-02 22:00:00,2,28.4
Mumbai,2024-01-02 23:00:00,3,10.3
Mumbai,2024-01-03 00:00:00,2,25.6
Mumbai,2024-01-03 01:00:00,1,16.0
Mumbai,2024-01-03 02:00:00,2,36.8
Mumbai,2024-01-03 03:00:00,3,20.8
Mumbai,2024-01-03 04:00:00,1,12.8
Mumbai,2024-01-03 05:00:00,2,26.2
Mumbai,2024-01-03 06:00:00,1,18.4
Mumbai,2024-01-03 07:00:00,3,35.4
Mumbai,2024-01-03 08:00:00,2,16.5
Mumbai,2024-01-03 09:00:00,4,32.5
Mumbai,2024-01-03 10:00:00,1,14.1
Mumbai,2024-01-03 11:00:00,3,16.5
Mumbai,2024-01-03 12:00:00,3,32.1
Mumbai,2024-01-03 13:00:00,2,31.3
Mumbai,2024-01-03 14:00:00,2,12.0
Mumbai,2024-01-03 15:00:00,3,41.1
Mumbai,2024-01-03 16:00:00,1,30.3
Mumbai,2024-01-03 17:00:00,2,29.0
Mumbai,2024-01-03 18:00:00,3,43.4
Mumbai,2024-01-03 19:00:00,1,25.8
Mumbai,2024-01-03 20:00:00,1,37.0
Mumbai,2024-01-03 21:00:00,1,14.1
Mumbai,2024-01-03 22:00:00,1,27.5
Mumbai,2024-01-03 23:00:00,1,24.6
Mumbai,2024-01-04 00:00:00,1,16.0
Mumbai,2024-01-04 01:00:00,1,30.1
Mumbai,2024-01-04 02:00:00,2,39.5
Mumbai,2024-01-04 03:00:00,2,28.7
Mumbai,2024-01-04 04:00:00,2,40.3
Mumbai,2024-01-04 05:00:00,2,29.3
Mumbai,2024-01-04 06:00:00,1,29.1
Mumbai,2024-01-04 07:00:00,1,33.9
Mumbai,2024-01-04 08:00:00,2,24.1
Mumbai,2024-01-04 09:00:00,2,33.4
Mumbai,2024-01-04 10:00:00,1,33.0
Mumbai,2024-01-04 11:00:00,2,41.1
Mumbai,2024-01-04 12:00:00,4,24.7
Mumbai,2024-01-04 13:00:00,2,40.3
Mumbai,2024-01-04 14:00:00,3,16.6
Mumbai,2024-01-04 15:00:00,2,14.9
Mumbai,2024-01-04 16:00:00,1,35.3
Mumbai,2024-01-04 17:00:00,3,28.0
Mumbai,2024-01-04 18:00:00,3,43.3
Mumbai,2024-01-04 19:00:00,1,40.7
Mumbai,2024-01-04 20:00:00,2,20.8
Mumbai,2024-01-04 21:00:00,1,16.5
Mumbai,2024-01-04 22:00:00,3,33.3
Mumbai,2024-01-04 23:00:00,2,40.7
Mumbai,2024-01-05 00:00:00,2,21.6
Mumbai,2024-01-05 01:00:00,1,35.9
Mumbai,2024-01-05 02:00:00,1,19.9
Mumbai,2024-01-05 03:00:00,3,15.6
Mumbai,2024-01-05 04:00:00,1,30.0
Mumbai,2024-01-05 05:00:00,1,22.7
Mumbai,2024-01-05 06:00:00,1,37.3
Mumbai,2024-01-05 07:00:00,3,32.7
Mumbai,2024-01-05 08:00:00,2,29.5
Mumbai,2024-01-05 09:00:00,2,10.8
Mumbai,2024-01-05 10:00:00,2,30.8
Mumbai,2024-01-05 11:00:00,1,20.6
Mumbai,2024-01-05 12:00:00,1,21.9
Mumbai,2024-01-05 13:00:00,2,10.2
Mumbai,2024-01-05 14:00:00,1,34.0
Mumbai,2024-01-05 15:00:00,3,43.1
Mumbai,2024-01-05 16:00:00,2,36.5
Mumbai,2024-01-05 17:00:00,3,42.5
Mumbai,2024-01-05 18:00:00,2,15.7
Mumbai,2024-01-05 19:00:00,1,12.0
Mumbai,2024-01-05 20:00:00,1,38.5
Mumbai,2024-01-05 21:00:00,4,27.3
Mumbai,2024-01-05 22:00:00,1,42.6
Mumbai,2024-01-05 23:00:00,2,40.2
Mumbai,2024-01-06 00:00:00,3,18.5
Mumbai,2024-01-06 01:00:00,4,33.2
Mumbai,2024-01-06 02:00:00,3,14.8
Mumbai,2024-01-06 03:00:00,1,18.7
Mumbai,2024-01-06 04:00:00,3,28.7
Mumbai,2024-01-06 05:00:00,1,18.3
Mumbai,2024-01-06 06:00:00,1,12.7
Mumbai,2024-01-06 07:00:00,1,24.7
Mumbai,2024-01-06 08:00:00,2,43.9
Mumbai,2024-01-06 09:00:00,1,44.0
Mumbai,2024-01-06 10:00:00,2,10.6
Mumbai,2024-01-06 11:00:00,4,24.1
Mumbai,2024-01-06 12:00:00,3,20.8
Mumbai,2024-01-06 13:00:00,2,21.2
Mumbai,2024-01-06 14:00:00,2,33.7
Mumbai,2024-01-06 15:00:00,1,10.1
Mumbai,2024-01-06 16:00:00,2,23.9
Mumbai,2024-01-06 17:00:00,2,38.4
Mumbai,2024-01-06 18:00:00,3,23.1
Mumbai,2024-01-06 19:00:00,2,44.9
Mumbai,2024-01-06 20:00:00,2,26.1
Mumbai,2024-01-06 21:00:00,1,16.7
Mumbai,2024-01-06 22:00:00,1,14.9
Mumbai,2024-01-06 23:00:00,2,23.3
Mumbai,2024-01-07 00:00:00,2,31.2
Mumbai,2024-01-07 01:00:00,3,23.1
Mumbai,2024-01-07 02:00:00,2,30.3
Mumbai,2024-01-07 03:00:00,1,10.2
Mumbai,2024-01-07 04:00:00,2,29.6
Mumbai,2024-01-07 05:00:00,2,42.2
Mumbai,2024-01-07 06:00:00,1,26.8
Mumbai,2024-01-07 07:00:00,1,11.0
Mumbai,2024-01-07 08:00:00,2,13.7
Mumbai,2024-01-07 09:00:00,1,17.2
Mumbai,2024-01-07 10:00:00,3,32.4
Mumbai,2024-01-07 11:00:00,2,23.5
Mumbai,2024-01-07 12:00:00,4,43.2
Mumbai,2024-01-07 13:00:00,1,43.7
Mumbai,2024-01-07 14:00:00,1,30.3
Mumbai,2024-01-07 15:00:00,1,20.9
Mumbai,2024-01-07 16:00:00,3,14.3
Mumbai,2024-01-07 17:00:00,3,27.1
Mumbai,2024-01-07 18:00:00,4,12.8
Mumbai,2024-01-07 19:00:00,2,37.8
Mumbai,2024-01-07 20:00:00,3,27.0
Mumbai,2024-01-07 21:00:00,2,44.7
Mumbai,2024-01-07 22:00:00,4,31.9
Mumbai,2024-01-07 23:00:00,1,20.3
Mumbai,2024-01-08 00:00:00,2,25.1
Mumbai,2024-01-08 01:00:00,2,32.1
Mumbai,2024-01-08 02:00:00,3,10.1
Mumbai,2024-01-08 03:00:00,2,32.7
Mumbai,2024-01-08 04:00:00,1,39.8
Mumbai,2024-01-08 05:00:00,2,42.3
Mumbai,2024-01-08 06:00:00,4,21.7
Mumbai,2024-01-08 07:00:00,1,37.8
Mumbai,2024-01-08 08:00:00,1,23.3
Mumbai,2024-01-08 09:00:00,2,10.8
Mumbai,2024-01-08 10:00:00,2,11.3
Mumbai,2024-01-08 11:00:00,3,28.9
Mumbai,2024-01-08 12:00:00,2,44.3
Mumbai,2024-01-08 13:00:00,2,40.8
Mumbai,2024-01-08 14:00:00,1,25.8
Mumbai,2024-01-08 15:00:00,3,24.2
Mumbai,2024-01-08 16:00:00,1,32.8
Mumbai,2024-01-08 17:00:00,2,43.1
Mumbai,2024-01-08 18:00:00,3,31.3
Mumbai,2024-01-08 19:00:00,2,38.6
Mumbai,2024-01-08 20:00:00,2,23.5
Mumbai,2024-01-08 21:00:00,1,36.4
Mumbai,2024-01-08 22:00:00,2,28.5
Mumbai,2024-01-08 23:00:00,2,40.6
Mumbai,2024-01-09 00:00:00,2,40.8
Mumbai,2024-01-09 01:00:00,1,32.1
Mumbai,2024-01-09 02:00:00,2,29.1
Mumbai,2024-01-09 03:00:00,4,26.4
Mumbai,2024-01-09 04:00:00,3,43.0
Mumbai,2024-01-09 05:00:00,2,15.1
Mumbai,2024-01-09 06:00:00,2,25.7
Mumbai,2024-01-09 07:00:00,3,11.2
Mumbai,2024-01-09 08:00:00,4,42.7
Mumbai,2024-01-09 09:00:00,2,25.6
Mumbai,2024-01-09 10:00:00,1,19.9
Mumbai,2024-01-09 11:00:00,2,17.2
Mumbai,2024-01-09 12:00:00,2,21.2
Mumbai,2024-01-09 13:00:00,2,12.9
Mumbai,2024-01-09 14:00:00,1,31.2
Mumbai,2024-01-09 15:00:00,2,32.8
Mumbai,2024-01-09 16:00:00,3,29.6
Mumbai,2024-01-09 17:00:00,1,18.4
Mumbai,2024-01-09 18:00:00,2,30.0
Mumbai,2024-01-09 19:00:00,1,29.1
Mumbai,2024-01-09 20:00:00,1,28.5
Mumbai,2024-01-09 21:00:00,3,12.5
Mumbai,2024-01-09 22:00:00,2,15.1
Mumbai,2024-01-09 23:00:00,1,22.3
Mumbai,2024-01-10 00:00:00,2,33.1
Mumbai,2024-01-10 01:00:00,2,42.6
Mumbai,2024-01-10 02:00:00,3,15.0
Mumbai,2024-01-10 03:00:00,2,42.9
Mumbai,2024-01-10 04:00:00,2,43.8
Mumbai,2024-01-10 05:00:00,2,35.9
Mumbai,2024-01-10 06:00:00,1,13.3
Mumbai,2024-01-10 07:00:00,1,18.3
Mumbai,2024-01-10 08:00:00,1,36.1
Mumbai,2024-01-10 09:00:00,3,28.2
Mumbai,2024-01-10 10:00:00,2,23.4
Mumbai,2024-01-10 11:00:00,1,40.1
Mumbai,2024-01-10 12:00:00,2,17.4
Mumbai,2024-01-10 13:00:00,2,26.0
Mumbai,2024-01-10 14:00:00,1,24.4
Mumbai,2024-01-10 15:00:00,3,13.0
Mumbai,2024-01-10 16:00:00,2,14.1
Mumbai,2024-01-10 17:00:00,2,31.1
Mumbai,2024-01-10 18:00:00,2,41.9
Mumbai,2024-01-10 19:00:00,4,36.1
Mumbai,2024-01-10 20:00:00,1,24.8
Mumbai,2024-01-10 21:00:00,2,33.0
Mumbai,2024-01-10 22:00:00,2,41.2
Mumbai,2024-01-10 23:00:00,3,24.2
Mumbai,2024-01-11 00:00:00,4,31.0
Mumbai,2024-01-11 01:00:00,3,15.5
Mumbai,2024-01-11 02:00:00,2,38.4
Mumbai,2024-01-11 03:00:00,3,35.0
Mumbai,2024-01-11 04:00:00,4,21.6
Mumbai,2024-01-11 05:00:00,2,10.1
Mumbai,2024-01-11 06:00:00,2,28.7
Mumbai,2024-01-11 07:00:00,2,15.9
Mumbai,2024-01-11 08:00:00,4,36.4
Mumbai,2024-01-11 09:00:00,1,17.2
Mumbai,2024-01-11 10:00:00,1,20.5
Mumbai,2024-01-11 11:00:00,1,27.3
Mumbai,2024-01-11 12:00:00,2,41.8
Mumbai,2024-01-11 13:00:00,2,29.8
Mumbai,2024-01-11 14:00:00,3,39.0
Mumbai,2024-01-11 15:00:00,2,21.7
Mumbai,2024-01-11 16:00:00,3,31.1
Mumbai,2024-01-11 17:00:00,4,14.6
Mumbai,2024-01-11 18:00:00,2,26.6
Mumbai,2024-01-11 19:00:00,1,19.1
Mumbai,2024-01-11 20:00:00,3,19.4
Mumbai,2024-01-11 21:00:00,4,32.5
Mumbai,2024-01-11 22:00:00,1,30.7
Mumbai,2024-01-11 23:00:00,1,39.7
Mumbai,2024-01-12 00:00:00,2,20.1
Mumbai,2024-01-12 01:00:00,1,27.0
Mumbai,2024-01-12 02:00:00,1,24.9
Mumbai,2024-01-12 03:00:00,3,17.0
Mumbai,2024-01-12 04:00:00,2,35.7
Mumbai,2024-01-12 05:00:00,1,33.1
Mumbai,2024-01-12 06:00:00,2,24.4
Mumbai,2024-01-12 07:00:00,2,31.4
Mumbai,2024-01-12 08:00:00,1,27.6
Mumbai,2024-01-12 09:00:00,3,28.7
Mumbai,2024-01-12 10:00:00,1,23.6
Mumbai,2024-01-12 11:00:00,2,15.6
Mumbai,2024-01-12 12:00:00,3,14.0
Mumbai,2024-01-12 13:00:00,3,41.0
Mumbai,2024-01-12 14:00:00,1,11.0
Mumbai,2024-01-12 15:00:00,2,25.9
Mumbai,2024-01-12 16:00:00,1,23.1
Mumbai,2024-01-12 17:00:00,4,44.1
Mumbai,2024-01-12 18:00:00,1,35.2
Mumbai,2024-01-12 19:00:00,2,17.7
Mumbai,2024-01-12 20:00:00,3,38.4
Mumbai,2024-01-12 21:00:00,1,29.3
Mumbai,2024-01-12 22:00:00,1,11.7
Mumbai,2024-01-12 23:00:00,4,42.7
Mumbai,2024-01-13 00:00:00,2,14.0
Mumbai,2024-01-13 01:00:00,4,37.2
Mumbai,2024-01-13 02:00:00,1,35.4
Mumbai,2024-01-13 03:00:00,2,28.7
Mumbai,2024-01-13 04:00:00,4,18.4
Mumbai,2024-01-13 05:00:00,1,13.7
Mumbai,2024-01-13 06:00:00,3,30.4
Mumbai,2024-01-13 07:00:00,2,25.4
Mumbai,2024-01-13 08:00:00,1,39.0
Mumbai,2024-01-13 09:00:00,1,38.7
Mumbai,2024-01-13 10:00:00,1,24.5
Mumbai,2024-01-13 11:00:00,2,32.0
Mumbai,2024-01-13 12:00:00,3,34.9
Mumbai,2024-01-13 13:00:00,4,20.6
Mumbai,2024-01-13 14:00:00,1,17.4
Mumbai,2024-01-13 15:00:00,1,15.6
Mumbai,2024-01-13 16:00:00,4,31.0
Mumbai,2024-01-13 17:00:00,2,23.1
Mumbai,2024-01-13 18:00:00,3,33.0
Mumbai,2024-01-13 19:00:00,1,31.2
Mumbai,2024-01-13 20:00:00,3,31.0
Mumbai,2024-01-13 21:00:00,4,26.1
Mumbai,2024-01-13 22:00:00,2,40.6
Mumbai,2024-01-13 23:00:00,1,10.8
Mumbai,2024-01-14 00:00:00,2,35.6
Mumbai,2024-01-14 01:00:00,2,19.6
Mumbai,2024-01-14 02:00:00,2,23.8
Mumbai,2024-01-14 03:00:00,2,16.9
Mumbai,2024-01-14 04:00:00,3,38.8
Mumbai,2024-01-14 05:00:00,2,16.6
Mumbai,2024-01-14 06:00:00,1,38.1
Mumbai,2024-01-14 07:00:00,1,33.3
Mumbai,2024-01-14 08:00:00,1,44.2
Mumbai,2024-01-14 09:00:00,1,19.8
Mumbai,2024-01-14 10:00:00,2,37.8
Mumbai,2024-01-14 11:00:00,2,34.7
Mumbai,2024-01-14 12:00:00,3,43.0
Mumbai,2024-01-14 13:00:00,1,24.2
Mumbai,2024-01-14 14:00:00,2,32.4
Mumbai,2024-01-14 15:00:00,3,34.4
Mumbai,2024-01-14 16:00:00,3,22.7
Mumbai,2024-01-14 17:00:00,1,24.2
Mumbai,2024-01-14 18:00:00,2,36.2
Mumbai,2024-01-14 19:00:00,1,12.6
Mumbai,2024-01-14 20:00:00,2,23.2
Mumbai,2024-01-14 21:00:00,1,28.6
Mumbai,2024-01-14 22:00:00,4,14.2
Mumbai,2024-01-14 23:00:00,3,26.2
Mumbai,2024-01-15 00:00:00,1,43.9
Mumbai,2024-01-15 01:00:00,4,44.9
Mumbai,2024-01-15 02:00:00,2,22.9
Mumbai,2024-01-15 03:00:00,2,12.3
Mumbai,2024-01-15 04:00:00,2,37.4
Mumbai,2024-01-15 05:00:00,2,23.2
Mumbai,2024-01-15 06:00:00,4,35.4
Mumbai,2024-01-15 07:00:00,4,30.9
Mumbai,2024-01-15 08:00:00,2,39.0
Mumbai,2024-01-15 09:00:00,4,31.3
Mumbai,2024-01-15 10:00:00,4,34.4
Mumbai,2024-01-15 11:00:00,1,12.9
Mumbai,2024-01-15 12:00:00,1,17.9
Mumbai,2024-01-15 13:00:00,2,14.0
Mumbai,2024-01-15 14:00:00,3,44.4
Mumbai,2024-01-15 15:00:00,2,34.8
Mumbai,2024-01-15 16:00:00,3,17.1
Mumbai,2024-01-15 17:00:00,2,16.1
Mumbai,2024-01-15 18:00:00,2,16.9
Mumbai,2024-01-15 19:00:00,1,13.6
Mumbai,2024-01-15 20:00:00,2,13.1
Mumbai,2024-01-15 21:00:00,2,36.5
Mumbai,2024-01-15 22:00:00,1,42.1
Mumbai,2024-01-15 23:00:00,3,35.4
Mumbai,2024-01-16 00:00:00,2,18.2
Mumbai,2024-01-16 01:00:00,3,32.5
Mumbai,2024-01-16 02:00:00,2,36.9
Mumbai,2024-01-16 03:00:00,1,17.0
Mumbai,2024-01-16 04:00:00,2,42.1
Mumbai,2024-01-16 05:00:00,3,42.8
Mumbai,2024-01-16 06:00:00,3,34.4
Mumbai,2024-01-16 07:00:00,1,18.2
Mumbai,2024-01-16 08:00:00,1,23.3
Mumbai,2024-01-16 09:00:00,2,42.9
Mumbai,2024-01-16 10:00:00,1,37.9
Mumbai,2024-01-16 11:00:00,4,29.7
Mumbai,2024-01-16 12:00:00,2,30.0
Mumbai,2024-01-16 13:00:00,4,44.4
Mumbai,2024-01-16 14:00:00,3,17.0
Mumbai,2024-01-16 15:00:00,1,29.4
Mumbai,2024-01-16 16:00:00,1,30.9
Mumbai,2024-01-16 17:00:00,2,11.0
Mumbai,2024-01-16 18:00:00,4,10.9
Mumbai,2024-01-16 19:00:00,3,34.0
Mumbai,2024-01-16 20:00:00,2,37.1
Mumbai,2024-01-16 21:00:00,2,13.9
Mumbai,2024-01-16 22:00:00,3,17.5
Mumbai,2024-01-16 23:00:00,3,13.9
Mumbai,2024-01-17 00:00:00,1,17.0
Mumbai,2024-01-17 01:00:00,2,41.6
Mumbai,2024-01-17 02:00:00,1,23.4
Mumbai,2024-01-17 03:00:00,3,14.2
Mumbai,2024-01-17 04:00:00,4,21.5
Mumbai,2024-01-17 05:00:00,2,13.2
Mumbai,2024-01-17 06:00:00,3,32.7
Mumbai,2024-01-17 07:00:00,1,43.9
Mumbai,2024-01-17 08:00:00,2,19.8
Mumbai,2024-01-17 09:00:00,1,29.5
Mumbai,2024-01-17 10:00:00,2,26.3
Mumbai,2024-01-17 11:00:00,3,20.6
Mumbai,2024-01-17 12:00:00,1,37.6
Mumbai,2024-01-17 13:00:00,4,21.1
Mumbai,2024-01-17 14:00:00,1,35.6
Mumbai,2024-01-17 15:00:00,3,31.6
Mumbai,2024-01-17 16:00:00,3,32.5
Mumbai,2024-01-17 17:00:00,2,24.4
Mumbai,2024-01-17 18:00:00,3,42.8
Mumbai,2024-01-17 19:00:00,2,39.8
Mumbai,2024-01-17 20:00:00,4,30.6
Mumbai,2024-01-17 21:00:00,1,22.4
Mumbai,2024-01-17 22:00:00,2,44.1
Mumbai,2024-01-17 23:00:00,2,10.3
Mumbai,2024-01-18 00:00:00,2,29.4
Mumbai,2024-01-18 01:00:00,1,43.4
Mumbai,2024-01-18 02:00:00,2,43.7
Mumbai,2024-01-18 03:00:00,2,32.8
Mumbai,2024-01-18 04:00:00,1,10.5
Mumbai,2024-01-18 05:00:00,1,12.2
Mumbai,2024-01-18 06:00:00,3,44.5
Mumbai,2024-01-18 07:00:00,3,10.3
Mumbai,2024-01-18 08:00:00,1,32.0
Mumbai,2024-01-18 09:00:00,3,44.4
Mumbai,2024-01-18 10:00:00,1,41.1
Mumbai,2024-01-18 11:00:00,2,39.8
Mumbai,2024-01-18 12:00:00,3,17.0
Mumbai,2024-01-18 13:00:00,1,26.1
Mumbai,2024-01-18 14:00:00,4,30.3
Mumbai,2024-01-18 15:00:00,1,20.1
Mumbai,2024-01-18 16:00:00,2,43.4
Mumbai,2024-01-18 17:00:00,2,44.5
Mumbai,2024-01-18 18:00:00,4,38.7
Mumbai,2024-01-18 19:00:00,1,40.4
Mumbai,2024-01-18 20:00:00,3,27.9
Mumbai,2024-01-18 21:00:00,1,23.0
Mumbai,2024-01-18 22:00:00,1,25.6
Mumbai,2024-01-18 23:00:00,4,13.2
Mumbai,2024-01-19 00:00:00,2,14.3
Mumbai,2024-01-19 01:00:00,3,40.5
Mumbai,2024-01-19 02:00:00,2,15.9
Mumbai,2024-01-19 03:00:00,2,42.6
Mumbai,2024-01-19 04:00:00,1,10.7
Mumbai,2024-01-19 05:00:00,2,18.4
Mumbai,2024-01-19 06:00:00,4,40.6
Mumbai,2024-01-19 07:00:00,3,29.1
Mumbai,2024-01-19 08:00:00,2,45.0
Mumbai,2024-01-19 09:00:00,2,13.4
Mumbai,2024-01-19 10:00:00,2,21.0
Mumbai,2024-01-19 11:00:00,4,31.4
Mumbai,2024-01-19 12:00:00,1,44.1
Mumbai,2024-01-19 13:00:00,2,34.4
Mumbai,2024-01-19 14:00:00,2,26.8
Mumbai,2024-01-19 15:00:00,2,41.9
Mumbai,2024-01-19 16:00:00,2,36.6
Mumbai,2024-01-19 17:00:00,2,22.8
Mumbai,2024-01-19 18:00:00,2,20.6
Mumbai,2024-01-19 19:00:00,1,14.1
Mumbai,2024-01-19 20:00:00,1,16.4
Mumbai,2024-01-19 21:00:00,2,23.7
Mumbai,2024-01-19 22:00:00,3,20.0
Mumbai,2024-01-19 23:00:00,4,19.1
Mumbai,2024-01-20 00:00:00,1,16.2
Mumbai,2024-01-20 01:00:00,2,14.1
Mumbai,2024-01-20 02:00:00,2,38.0
Mumbai,2024-01-20 03:00:00,1,29.9
Mumbai,2024-01-20 04:00:00,2,21.7
Mumbai,2024-01-20 05:00:00,1,18.1
Mumbai,2024-01-20 06:00:00,2,42.9
Mumbai,2024-01-20 07:00:00,1,17.4
Mumbai,2024-01-20 08:00:00,3,35.9
Mumbai,2024-01-20 09:00:00,1,34.8
Mumbai,2024-01-20 10:00:00,3,25.3
Mumbai,2024-01-20 11:00:00,1,17.8
Mumbai,2024-01-20 12:00:00,2,26.7
Mumbai,2024-01-20 13:00:00,1,44.3
Mumbai,2024-01-20 14:00:00,3,36.0
Mumbai,2024-01-20 15:00:00,1,35.3
Mumbai,2024-01-20 16:00:00,1,40.4
Mumbai,2024-01-20 17:00:00,1,25.6
Mumbai,2024-01-20 18:00:00,4,32.0
Mumbai,2024-01-20 19:00:00,2,24.6
Mumbai,2024-01-20 20:00:00,1,30.4
Mumbai,2024-01-20 21:00:00,3,22.6
Mumbai,2024-01-20 22:00:00,2,34.9
Mumbai,2024-01-20 23:00:00,2,39.2
Mumbai,2024-01-21 00:00:00,2,26.9
Mumbai,2024-01-21 01:00:00,3,19.2
Mumbai,2024-01-21 02:00:00,2,20.1
Mumbai,2024-01-21 03:00:00,1,36.8
Mumbai,2024-01-21 04:00:00,1,43.0
Mumbai,2024-01-21 05:00:00,2,20.3
Mumbai,2024-01-21 06:00:00,1,23.3
Mumbai,2024-01-21 07:00:00,3,38.1
Mumbai,2024-01-21 08:00:00,3,44.6
Mumbai,2024-01-21 09:00:00,4,27.3
Mumbai,2024-01-21 10:00:00,4,21.4
Mumbai,2024-01-21 11:00:00,4,36.0
Mumbai,2024-01-21 12:00:00,2,30.6
Mumbai,2024-01-21 13:00:00,1,38.0
Mumbai,2024-01-21 14:00:00,2,43.7
Mumbai,2024-01-21 15:00:00,3,40.2
Mumbai,2024-01-21 16:00:00,1,14.4
Mumbai,2024-01-21 17:00:00,1,27.8
Mumbai,2024-01-21 18:00:00,2,16.4
Mumbai,2024-01-21 19:00:00,2,16.9
Mumbai,2024-01-21 20:00:00,2,34.7
Mumbai,2024-01-21 21:00:00,2,24.8
Mumbai,2024-01-21 22:00:00,3,39.7
Mumbai,2024-01-21 23:00:00,1,26.8
Mumbai,2024-01-22 00:00:00,2,37.3
Mumbai,2024-01-22 01:00:00,1,27.8
Mumbai,2024-01-22 02:00:00,4,29.9
Mumbai,2024-01-22 03:00:00,3,27.1
Mumbai,2024-01-22 04:00:00,3,31.8
Mumbai,2024-01-22 05:00:00,2,40.0
Mumbai,2024-01-22 06:00:00,2,40.1
Mumbai,2024-01-22 07:00:00,1,36.8
Mumbai,2024-01-22 08:00:00,3,38.2
Mumbai,2024-01-22 09:00:00,2,29.0
Mumbai,2024-01-22 10:00:00,1,38.2
Mumbai,2024-01-22 11:00:00,4,32.8
Mumbai,2024-01-22 12:00:00,3,36.6
Mumbai,2024-01-22 13:00:00,2,22.7
Mumbai,2024-01-22 14:00:00,2,25.5
Mumbai,2024-01-22 15:00:00,1,22.2
Mumbai,2024-01-22 16:00:00,3,28.3
Mumbai,2024-01-22 17:00:00,1,26.0
Mumbai,2024-01-22 18:00:00,2,41.8
Mumbai,2024-01-22 19:00:00,2,27.8
Mumbai,2024-01-22 20:00:00,1,28.5
Mumbai,2024-01-22 21:00:00,1,39.1
Mumbai,2024-01-22 22:00:00,3,20.5
Mumbai,2024-01-22 23:00:00,4,43.7
Mumbai,2024-01-23 00:00:00,3,33.9
Mumbai,2024-01-23 01:00:00,4,14.0
Mumbai,2024-01-23 02:00:00,4,39.4
Mumbai,2024-01-23 03:00:00,1,20.4
Mumbai,2024-01-23 04:00:00,3,44.6
Mumbai,2024-01-23 05:00:00,1,26.8
Mumbai,2024-01-23 06:00:00,3,38.4
Mumbai,2024-01-23 07:00:00,2,40.6
Mumbai,2024-01-23 08:00:00,4,20.2
Mumbai,2024-01-23 09:00:00,2,38.9
Mumbai,2024-01-23 10:00:00,2,21.8
Mumbai,2024-01-23 11:00:00,2,25.0
Mumbai,2024-01-23 12:00:00,2,15.1
Mumbai,2024-01-23 13:00:00,2,26.3
Mumbai,2024-01-23 14:00:00,4,43.2
Mumbai,2024-01-23 15:00:00,4,41.9
Mumbai,2024-01-23 16:00:00,3,41.6
Mumbai,2024-01-23 17:00:00,2,36.5
Mumbai,2024-01-23 18:00:00,1,36.0
Mumbai,2024-01-23 19:00:00,2,25.2
Mumbai,2024-01-23 20:00:00,2,26.9
Mumbai,2024-01-23 21:00:00,4,38.6
Mumbai,2024-01-23 22:00:00,3,29.3
Mumbai,2024-01-23 23:00:00,2,17.3
Mumbai,2024-01-24 00:00:00,2,36.9
Mumbai,2024-01-24 01:00:00,3,40.8
Mumbai,2024-01-24 02:00:00,3,33.5
Mumbai,2024-01-24 03:00:00,1,32.1
Mumbai,2024-01-24 04:00:00,3,28.2
Mumbai,2024-01-24 05:00:00,1,44.3
